"Library","Sample","ID_order","site","from","to","Feature.ID","Confidence","Reads","k","p","c","o","f","g","s"
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","947d103d0e3192467b5fda6ff37e7146","0.99999999518738",9576,"Metazoa_33208","Arthropoda_6656","Arachnida_6854","Araneae_6893","Araneidae_6913","Larinioides_280405","Larinioides_sclopetarius_280406"
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","b43d19c6734061aba20cde4334b0c772","0.933623859448047",1099,"Fungi_4751","Ascomycota_4890","Dothideomycetes_147541","Cladosporiales_2726946","Cladosporiaceae_452563","Cladosporium_5498","Cladosporium_bruhnei_450181"
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","efbf72a920a03347f6407072b84a43f9","0.999459556668486",407,"Fungi_4751","Basidiomycota_5204","Agaricomycetes_155619","Russulales_452342","Peniophoraceae_103393","Peniophora_40463","Peniophora_lycii_154539"
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","7f182575baad2d44cbddc0244753a1f5","0.999999999346173",275,"Eukaryota_2759_kingdom","Oomycota_4762","Oomycota_4762_class","Peronosporales_4776","Peronosporaceae_4777","Plasmopara_4780","Plasmopara_carveri_3350122"
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","e2acd4fdce2163d8d0e1baaff3074f01","0.818321206370973",270,"Metazoa_33208","Arthropoda_6656","Arachnida_6854","Araneae_6893","Araneidae_6913","Larinioides_280405",NA
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","53814ac04567f8e2287c46b0b52f47f1","0.851549716705765",183,"Fungi_4751","Ascomycota_4890","Dothideomycetes_147541",NA,NA,NA,NA
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","0c11abb10ca8c4ca6a9466f89d510f2e","0.907238614804815",174,"Metazoa_33208","Arthropoda_6656","Insecta_50557","Hemiptera_7524","Pentatomidae_160513","Glypsus_-21471","Glypsus_conspicuus_-21472"
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","0d1a483ebd4773116542454b0cc1a266","0.88739453904822",138,"Fungi_4751","Ascomycota_4890","Sordariomycetes_147550",NA,NA,NA,NA
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","f031b07755265e77bda32778bf0081a4","0.374510418739436",130,"Metazoa_33208","Arthropoda_6656",NA,NA,NA,NA,NA
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","186655c711d9c22435d048944254d180","0.999918046946559",130,"Fungi_4751","Basidiomycota_5204","Agaricomycetes_155619","Russulales_452342","Peniophoraceae_103393","Peniophora_40463","Peniophora_lycii_154539"
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","eec2170a8f2d0cd7dc3a18841a1ea5c7","0.999999999699554",128,"Fungi_4751","Basidiomycota_5204","Exobasidiomycetes_452283","Microstromatales_162475",NA,NA,NA
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","bcf59b4926413543b3fb02800d2d5b80","0.999999999844206",123,"Eukaryota_2759_kingdom","Oomycota_4762","Oomycota_4762_class","Peronosporales_4776","Peronosporaceae_4777","Plasmopara_4780","Plasmopara_carveri_3350122"
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","2c4dff555b2582367902ad3e38b509f4","0.411012513823327",108,"Fungi_4751","Ascomycota_4890","Sordariomycetes_147550",NA,NA,NA,NA
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","1ff367e0f102d6ce0e147114d2c9bbbd","0.221947764199423",107,"Metazoa_33208","Arthropoda_6656","Arachnida_6854",NA,NA,NA,NA
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","28322f16f318f6f937eec8e15d7e8a06","0.999999999640011",99,"Eukaryota_2759_kingdom","Oomycota_4762","Oomycota_4762_class","Peronosporales_4776","Peronosporaceae_4777","Plasmopara_4780","Plasmopara_carveri_3350122"
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","4916354e10b56f01558cec61ea960e29","0.654480496146084",89,"Fungi_4751","Ascomycota_4890","Dothideomycetes_147541",NA,NA,NA,NA
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","cd105d28d4d35f057ad155c0d6676939","0.615409157326562",82,"Fungi_4751","Ascomycota_4890","Sordariomycetes_147550",NA,NA,NA,NA
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","84d466ebc485ab20f3291f656031a621","0.337268800250169",78,"Metazoa_33208","Arthropoda_6656","Arachnida_6854",NA,NA,NA,NA
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","5f907557675481632654c893c4e319d5","0.369832764629548",75,"Fungi_4751","Ascomycota_4890","Dothideomycetes_147541","Cladosporiales_2726946","Cladosporiaceae_452563","Cladosporium_5498","Cladosporium_bruhnei_450181"
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","bec08d51eb66022d7172c03768d5fd5d","0.937210778414611",75,"Fungi_4751","Ascomycota_4890","Dothideomycetes_147541","Cladosporiales_2726946","Cladosporiaceae_452563","Cladosporium_5498","Cladosporium_cladosporioides_29917"
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","46887261dcfc9c9ed16c3d394da9675c","0.587265591209654",73,"Metazoa_33208","Arthropoda_6656","Collembola_30001","Symphypleona_79705",NA,NA,NA
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","589974931988706a852f1bb2c5aa12dc","0.814574741442148",69,"Fungi_4751","Basidiomycota_5204","Exobasidiomycetes_452283","Microstromatales_162475","Microstromatales_162475_family","Jaminaea_561108",NA
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","509601293428a905ac98259d992a33d4","0.199416009308237",66,"Metazoa_33208","Arthropoda_6656","Insecta_50557","Hemiptera_7524",NA,NA,NA
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","bd29633837bcc3003dd038eac7ec33ff","0.280159842707106",65,"Fungi_4751","Basidiomycota_5204","Agaricomycetes_155619","Boletales_68889","Boletaceae_5368","Tylopilus_80671",NA
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","346bc70bbc56cc5fc46932accd608df6","0.940973284457854",62,"Fungi_4751","Ascomycota_4890","Leotiomycetes_147548",NA,NA,NA,NA
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","86da7c5fa355c537016c0b5a771dd7eb","0.378651499018209",61,"Metazoa_33208","Arthropoda_6656","Insecta_50557","Hemiptera_7524",NA,NA,NA
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","efe1ce8e8d1b9cdb5da01eb790e3abcc","0.499999775441608",59,"Fungi_4751","Basidiomycota_5204","Microbotryomycetes_162481","Sporidiobolales_231213","Sporidiobolaceae_1799696",NA,NA
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","7970c113788b8dd3c3d4ab8cd0cff958","0.951507539644968",59,"Eukaryota_2759_kingdom","Bacillariophyta_2836","Bacillariophyceae_33849","Bacillariales_33851","Bacillariaceae_33852","Nitzschia_2857",NA
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","c1d3a60fd01c1a6a9e7caab084de0b3c","0.621039904393715",57,"Fungi_4751","Ascomycota_4890","Sordariomycetes_147550",NA,NA,NA,NA
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","723fc0509a818919c3b86838e64e8ac6","0.796431101344656",53,"Metazoa_33208","Arthropoda_6656","Arachnida_6854",NA,NA,NA,NA
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","a3612a98863d0cb2a0423fb56a0bef70","0.670862072239708",52,"Metazoa_33208","Chordata_7711","Mammalia_40674","Artiodactyla_91561","Bovidae_9895","Bos_9903","Bos_taurus_9913"
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","dece8419b8e4e1cc5d3a8bdc85038c21","0.996090882194318",50,"Fungi_4751","Ascomycota_4890","Leotiomycetes_147548",NA,NA,NA,NA
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","87e30c3f3485f697a459ff0bff3ae47f","0.341960448477193",50,"Metazoa_33208","Arthropoda_6656","Arachnida_6854","Trombidiformes_83136",NA,NA,NA
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","24c7b169fd1a4bbd0df611e175020c64","0.892829697181287",50,"Metazoa_33208","Arthropoda_6656","Insecta_50557","Lepidoptera_7088","Pyralidae_7135","Pionidia_2613197",NA
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","250d17eba03bf76ef3b4e3dc5e4150d0","0.790874991634872",48,"Eukaryota_2759_kingdom","Bacillariophyta_2836","Bacillariophyceae_33849","Naviculales_38748","Naviculaceae_67474","Navicula_50949",NA
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","aec35e427b95f1cbf2c6d6503e172a4f","0.279152099836879",47,"Fungi_4751","Ascomycota_4890",NA,NA,NA,NA,NA
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","8e912b58de9ac7c94d8ccdb252e4256b","0.95414304753851",46,"Metazoa_33208","Arthropoda_6656","Arachnida_6854","Trombidiformes_83136","Eriophyidae_70320",NA,NA
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","1d534186f20b242a93cb7e6b95377dee","0.268084076049703",44,"Eukaryota_2759_kingdom","Bacillariophyta_2836","Bacillariophyceae_33849","Naviculales_38748","Naviculaceae_67474","Mayamaea_431390","Mayamaea_permitis_1302819"
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","ce9e585d5196adf56f4e2c0e02e27b73","0.499999974718733",42,"Fungi_4751","Basidiomycota_5204","Microbotryomycetes_162481","Sporidiobolales_231213","Sporidiobolaceae_1799696",NA,NA
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","945bd633c00552164446ce1c2ba94461","0.947741379948713",41,"Fungi_4751","Ascomycota_4890","Leotiomycetes_147548",NA,NA,NA,NA
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","8187787e018ce4815342f12d65ff7dc8","0.464733719684335",40,"Fungi_4751","Ascomycota_4890","Sordariomycetes_147550",NA,NA,NA,NA
"pt1","PUF.IPEX.3","PUF_IPEX_03","IPEX","12/06/2024","26/06/2024","1df8ad75688f7b9844c611cc87f3f889","0.965226722533139",40,"Fungi_4751","Ascomycota_4890","Leotiomycetes_147548",NA,NA,NA,NA
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","53814ac04567f8e2287c46b0b52f47f1","0.851549716705765",56,"Fungi_4751","Ascomycota_4890","Dothideomycetes_147541",NA,NA,NA,NA
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","0c11abb10ca8c4ca6a9466f89d510f2e","0.907238614804815",92,"Metazoa_33208","Arthropoda_6656","Insecta_50557","Hemiptera_7524","Pentatomidae_160513","Glypsus_-21471","Glypsus_conspicuus_-21472"
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","0d1a483ebd4773116542454b0cc1a266","0.88739453904822",184,"Fungi_4751","Ascomycota_4890","Sordariomycetes_147550",NA,NA,NA,NA
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","186655c711d9c22435d048944254d180","0.999918046946559",20,"Fungi_4751","Basidiomycota_5204","Agaricomycetes_155619","Russulales_452342","Peniophoraceae_103393","Peniophora_40463","Peniophora_lycii_154539"
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","eec2170a8f2d0cd7dc3a18841a1ea5c7","0.999999999699554",112,"Fungi_4751","Basidiomycota_5204","Exobasidiomycetes_452283","Microstromatales_162475",NA,NA,NA
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","5f907557675481632654c893c4e319d5","0.369832764629548",9,"Fungi_4751","Ascomycota_4890","Dothideomycetes_147541","Cladosporiales_2726946","Cladosporiaceae_452563","Cladosporium_5498","Cladosporium_bruhnei_450181"
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","bec08d51eb66022d7172c03768d5fd5d","0.937210778414611",21,"Fungi_4751","Ascomycota_4890","Dothideomycetes_147541","Cladosporiales_2726946","Cladosporiaceae_452563","Cladosporium_5498","Cladosporium_cladosporioides_29917"
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","589974931988706a852f1bb2c5aa12dc","0.814574741442148",26,"Fungi_4751","Basidiomycota_5204","Exobasidiomycetes_452283","Microstromatales_162475","Microstromatales_162475_family","Jaminaea_561108",NA
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","a3612a98863d0cb2a0423fb56a0bef70","0.670862072239708",60,"Metazoa_33208","Chordata_7711","Mammalia_40674","Artiodactyla_91561","Bovidae_9895","Bos_9903","Bos_taurus_9913"
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","aec35e427b95f1cbf2c6d6503e172a4f","0.279152099836879",8,"Fungi_4751","Ascomycota_4890",NA,NA,NA,NA,NA
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","537c1cbbbf0cd94f59e6616e090f51f7","0.968283922612581",63,"Fungi_4751","Ascomycota_4890","Leotiomycetes_147548",NA,NA,NA,NA
"pt1","PUF.BOU.7","PUF_BOU_07","Boucherville","19/08/2024","02/09/2024","f7718bbdbd503a21d2692b3b333490cb","0.55302161898262",57,"Fungi_4751","Basidiomycota_5204","Exobasidiomycetes_452283","Microstromatales_162475","Microstromatales_162475_family","Jaminaea_561108",NA
